Account address,Show boosts,Notify on new posts,Languages,Display name,Bio,Local URL,URL,Local URL,Avatar URL
susankitchens@masto.ai,true,false,,Susan A. Kitchens,"<p>digital renaissance woman: graphics, web, writing, oral history, digital audio, curiosity. Creator of <a href=""https://masto.ai/tags/postemilycards"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>postemilycards</span></a> serving <a href=""https://masto.ai/tags/PostcardsToVoters"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>PostcardsToVoters</span></a>. Located in Tovangaar, Tongva Land | San Gabriel Valley, Los Angeles County. Spoutible: <span class=""h-card"" translate=""no""><a href=""https://masto.ai/@susan"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>susan</span></a></span></p>",https://infosec.exchange/@susankitchens@masto.ai,https://masto.ai/@susankitchens,https://infosec.exchange/@susankitchens@masto.ai,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/364/143/480/495/282/original/b30d3a55d84d89dd.jpg
TheTweetOfGod@universeodon.com,true,false,,TheTweetOfGod,"<p>The basketball team the New Orleans Jazz (great name) moved to Utah and became the Utah Jazz (awful name). </p><p>It was completely inappropriate but they kept it because the word 'Jazz' had built up a certain cache.</p><p>I'm sticking with <span class=""h-card"" translate=""no""><a href=""https://universeodon.com/@TheTweetOfGod"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>TheTweetOfGod</span></a></span>.</p>",https://infosec.exchange/@TheTweetOfGod@universeodon.com,https://universeodon.com/@TheTweetOfGod,https://infosec.exchange/@TheTweetOfGod@universeodon.com,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/363/491/810/593/211/original/3de2840e4e8ac71b.jpeg
godpod@universeodon.com,true,false,,God :verified:,"<p>Welcome, mortals! I’m God! Follow to unlock the mysteries of the universe.</p>",https://infosec.exchange/@godpod@universeodon.com,https://universeodon.com/@godpod,https://infosec.exchange/@godpod@universeodon.com,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/363/243/277/023/839/original/575ce3ae4c63504a.jpg
scrumble_eggs@mstdn.party,true,false,,Scrümbled Eggs :verified_red:,"<p>Use any pronouns, I’m honestly just happy to be referred to at all. Bluesky: scrumble-eggs Twitter: scrumble_eggs  Threads: scrueggs  <a href=""https://justmytoots.com/@scrumble_eggs@mstdn.party"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">justmytoots.com/@scrumble_eggs</span><span class=""invisible"">@mstdn.party</span></a></p>",https://infosec.exchange/@scrumble_eggs@mstdn.party,https://mstdn.party/@scrumble_eggs,https://infosec.exchange/@scrumble_eggs@mstdn.party,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/362/296/825/650/734/original/acc7ed1a14b4997d.png
georgetakei@universeodon.com,true,false,,George Takei :verified: 🏳️‍🌈🖖🏽,<p>I boldly went to this new site. Follow for more recipes and tips.</p>,https://infosec.exchange/@georgetakei@universeodon.com,https://universeodon.com/@georgetakei,https://infosec.exchange/@georgetakei@universeodon.com,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/355/700/617/724/363/original/9b349c9ad484cf7e.jpg
AbbyCWL@ohai.social,true,false,,Abby. Yep. That one,"<p>Like everything, I made this bio all about me</p>",https://infosec.exchange/@AbbyCWL@ohai.social,https://ohai.social/@AbbyCWL,https://infosec.exchange/@AbbyCWL@ohai.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/332/869/866/534/060/original/a4ffdf9afc2f0dc4.png
brosandprose@mstdn.social,true,false,,Ella Dawson,"<p>author of BUT HOW ARE YOU, REALLY, coming in 2024 from Dutton Books/PRH. sex &amp; culture critic. survivor. queer. </p><p>social media strategist for companies including TED Talks, Caveat NYC, Harvest, Tommy. comms volunteer alum for Clinton 2016, Warren 2020. </p><p>I care about: feminist issues, domestic violence + sexual violence, sexuality and intimacy, worker's rights in tech and media industries, online harassment, representation and identity in pop culture, and shit posting.</p>",https://infosec.exchange/@brosandprose@mstdn.social,https://mstdn.social/@brosandprose,https://infosec.exchange/@brosandprose@mstdn.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/324/507/074/251/676/original/8d27bd2b78364f00.png
arielwaldman@xoxo.zone,true,false,,Ariel Waldman,<p>Antarctic Explorer + Filmmaker. TED speaker + National Geographic explorer.<br>Previously: NASA + art school.</p>,https://infosec.exchange/@arielwaldman@xoxo.zone,https://xoxo.zone/@arielwaldman,https://infosec.exchange/@arielwaldman@xoxo.zone,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/322/871/439/315/753/original/a29debc9220c2c2f.jpg
feliciaday@mastodon.social,true,false,,Felicia Day,"<p>Actor, writer, producer and internet native.</p>",https://infosec.exchange/@feliciaday@mastodon.social,https://mastodon.social/@feliciaday,https://infosec.exchange/@feliciaday@mastodon.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/311/683/570/276/818/original/7d677ea83f9da934.jpg
jensorensen@mastodon.social,true,false,,Jen Sorensen,"<p>Cartoonist for Daily Kos, The Nation, In These Times and elsewhere, formerly seen on The Nib. Herblock Prize, Pulitzer finalist, RFK journalism award, 2023 Berryman Award from the National Press Foundation. She/her</p><p>I mostly post <a href=""https://mastodon.social/tags/cartoons"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>cartoons</span></a> and <a href=""https://mastodon.social/tags/comics"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>comics</span></a> but also enjoy <a href=""https://mastodon.social/tags/biking"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>biking</span></a> <a href=""https://mastodon.social/tags/birds"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>birds</span></a> <a href=""https://mastodon.social/tags/terriers"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>terriers</span></a> <a href=""https://mastodon.social/tags/punk"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>punk</span></a> <a href=""https://mastodon.social/tags/friluftsliv"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>friluftsliv</span></a></p>",https://infosec.exchange/@jensorensen@mastodon.social,https://mastodon.social/@jensorensen,https://infosec.exchange/@jensorensen@mastodon.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/288/015/948/215/818/original/f06e3798a4e1f1c3.png
kathygriffin@mstdn.social,true,false,,Kathy Griffin,<p>Mayor of Zero F**ksville. 2-Time Emmy and Grammy Award Winning Comedian.  2-Time Bestselling Author.  23 Specials.  1 Feature Film.</p>,https://infosec.exchange/@kathygriffin@mstdn.social,https://mstdn.social/@kathygriffin,https://infosec.exchange/@kathygriffin@mstdn.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/282/427/554/276/292/original/e323d18e92df645c.png
aendra@hackers.town,true,false,,ændra,"<p>Digital artist, writer and creative technologist in London, UK. Very trans and poly. I make data visualisations for the FT. Trans Journalists Association member. Unicode and fractal enjoyer. Opinions are mine alone, &amp;c.</p><p>Anything I post publicly is welcome to be boosted. I mostly post publicly but please DM if you want to follow, I do this to protect the locked accounts I interact with.</p><p>DM me for my Discord or public key.</p>",https://infosec.exchange/@aendra@hackers.town,https://hackers.town/@aendra,https://infosec.exchange/@aendra@hackers.town,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/106/630/432/010/121/420/original/103c6a226b9266c4.jpg
rubenbolling@mastodon.social,true,false,,Ruben Bolling 🪲,"<p>Cartoonist, “Tom the Dancing Bug” 2-time Pulitzer Prize Finalist, Herblock Prize, RFK Journalism Award, Berryman Award, #1 Dad Coffee Mug Owner</p>",https://infosec.exchange/@rubenbolling@mastodon.social,https://mastodon.social/@rubenbolling,https://infosec.exchange/@rubenbolling@mastodon.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/000/027/079/original/08070acac39d6899.png
art@mastodon.sdf.org,true,false,,arthur.pizza,"<p>Artist and Nerd. { He/Him } <a href=""https://mastodon.sdf.org/tags/BLM"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>BLM</span></a> 🚲 🍔<br>🏳️‍🌈 🐀</p><p>""Never underestimate the bandwidth of a station wagon full of tapes hurtling down the highway.""</p><p>-- Andrew S. Tanenbaum</p><p>TRANS RIGHTS ARE HUMAN RIGHTS</p>",https://infosec.exchange/@art@mastodon.sdf.org,https://mastodon.sdf.org/@art,https://infosec.exchange/@art@mastodon.sdf.org,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/000/016/937/original/d1f96501c481158d.png
