Account address,Show boosts,Notify on new posts,Languages,Display name,Bio,Local URL,URL,Local URL,Avatar URL
themarkup@mastodon.themarkup.org,true,false,,The Markup,<p>Watching Big Tech.</p>,https://infosec.exchange/@themarkup@mastodon.themarkup.org,https://mastodon.themarkup.org/@themarkup,https://infosec.exchange/@themarkup@mastodon.themarkup.org,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/869/654/589/575/185/original/5c93c15c29c7ef90.png
AnneTheWriter1@universeodon.com,true,false,,AnneTheWriter,"<p>Staunch advocate for the Oxford comma.</p><p>She/Her <a href=""https://universeodon.com/tags/Politics"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Politics</span></a> <a href=""https://universeodon.com/tags/News"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>News</span></a> <a href=""https://universeodon.com/tags/VoteBlue"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>VoteBlue</span></a>💙<br><a href=""https://universeodon.com/tags/Genealogy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Genealogy</span></a> <a href=""https://universeodon.com/tags/Genealogist"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Genealogist</span></a> <a href=""https://universeodon.com/tags/Ancestry"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Ancestry</span></a><br><a href=""https://universeodon.com/tags/Writing"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Writing</span></a> <a href=""https://universeodon.com/tags/Writer"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Writer</span></a> <a href=""https://universeodon.com/tags/Editor"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Editor</span></a> <a href=""https://universeodon.com/tags/Mystery"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Mystery</span></a> <a href=""https://universeodon.com/tags/WritingCommunity"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>WritingCommunity</span></a> <a href=""https://universeodon.com/tags/ScienceFiction"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ScienceFiction</span></a><br><a href=""https://universeodon.com/tags/DCU"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>DCU</span></a> <a href=""https://universeodon.com/tags/ComicBooks"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ComicBooks</span></a> <a href=""https://universeodon.com/tags/Superheroes"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Superheroes</span></a> <br><a href=""https://universeodon.com/tags/Humor"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Humor</span></a> <a href=""https://universeodon.com/tags/Humour"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Humour</span></a> <a href=""https://universeodon.com/tags/DogsOfMastodon"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>DogsOfMastodon</span></a><br><a href=""https://universeodon.com/tags/HootinTootinTuesday"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>HootinTootinTuesday</span></a> </p><p>Genealogy Blog:<br><a href=""https://diggingintoyourfamilytree.wordpress.com/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">diggingintoyourfamilytree.word</span><span class=""invisible"">press.com/</span></a></p><p>Writing/Editing Blog:<br><a href=""https://annethewriter33.wordpress.com/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">annethewriter33.wordpress.com/</span><span class=""invisible""></span></a></p><p>Formerly known (on that other site) as:<br>AnneTheWriter1</p>",https://infosec.exchange/@AnneTheWriter1@universeodon.com,https://universeodon.com/@AnneTheWriter1,https://infosec.exchange/@AnneTheWriter1@universeodon.com,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/809/617/288/573/692/original/6053a9d8f55c9492.jpg
paolo_lulli@fosstodon.org,true,false,,Paolo Lulli,<p>B2B | API Development | Java | Go | Unix | ML | Industrial IOT</p>,https://infosec.exchange/@paolo_lulli@fosstodon.org,https://fosstodon.org/@paolo_lulli,https://infosec.exchange/@paolo_lulli@fosstodon.org,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/780/329/949/426/786/original/c68688f6a5e7f28b.jpg
stammy@stammy.design,true,false,,Stammy,"<p>Co-Founder of <a href=""https://Rewind.ai"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">Rewind.ai</span><span class=""invisible""></span></a>. Previously designed at Twitter for 9 years. I generally talk about tech, design and code here. </p><p>New here? Read my Mastodon guide: <a href=""https://paulstamatiou.com/mastodon/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">paulstamatiou.com/mastodon/</span><span class=""invisible""></span></a> and how to host Mastodon yourself: <a href=""https://paulstamatiou.com/hosting-your-own-mastodon-server/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">paulstamatiou.com/hosting-your</span><span class=""invisible"">-own-mastodon-server/</span></a></p><p>Gear: <a href=""https://paulstamatiou.com/stuff-i-use/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">paulstamatiou.com/stuff-i-use/</span><span class=""invisible""></span></a></p>",https://infosec.exchange/@stammy@stammy.design,https://stammy.design/@stammy,https://infosec.exchange/@stammy@stammy.design,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/729/095/405/638/441/original/4d3c9d6a539d3cda.jpg
anildash@me.dm,true,false,,Anil Dash,"<p>I'm a big fan of being a big fan of things. you can email me at a@anildash.com or SMS/signal at +1 646 541 5843. kind but not nice. <a href=""https://me.dm/tags/tfr"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>tfr</span></a></p>",https://infosec.exchange/@anildash@me.dm,https://me.dm/@anildash,https://infosec.exchange/@anildash@me.dm,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/677/239/838/722/982/original/5d6734b49d05c269.png
DataDrivenMD@fedified.com,true,false,,Dr. Jorge Caballero,"<p>come for facts, stay for snark, &amp; wear a mask | immigrant | husband + dad | equity advocate | recovering healthtech exec/entrepreneur | infosec researcher | anesthesiologist | nerd 🤓 | <a href=""https://fedified.com/tags/BlackLivesMatter"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>BlackLivesMatter</span></a> | <a href=""https://fedified.com/tags/StopAAPIHate"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>StopAAPIHate</span></a> | <a href=""https://fedified.com/tags/TwitterMigration"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>TwitterMigration</span></a> | <a href=""https://fedified.com/tags/ADHD"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ADHD</span></a></p><p>searchable</p>",https://infosec.exchange/@DataDrivenMD@fedified.com,https://fedified.com/@DataDrivenMD,https://infosec.exchange/@DataDrivenMD@fedified.com,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/641/427/144/338/363/original/b70119ad88172304.jpg
harrisj@mastodon.publicinterest.town,true,false,,Jacob Harris,"<p>Senior Engineering Lead (Nava PBC), former troublemaker at 18F</p>",https://infosec.exchange/@harrisj@mastodon.publicinterest.town,https://mastodon.publicinterest.town/@harrisj,https://infosec.exchange/@harrisj@mastodon.publicinterest.town,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/599/134/117/769/255/original/bdf6ab7e06a30b38.jpg
CeciliaKang@mastodon.social,true,false,,Cecilia Kang,"<p>NYT tech reporter, dipping toes slowly</p>",https://infosec.exchange/@CeciliaKang@mastodon.social,https://mastodon.social/@CeciliaKang,https://infosec.exchange/@CeciliaKang@mastodon.social,https://assets.infosec.exchange/avatars/original/missing.png
taviso@social.sdf.org,true,false,,Tavis Ormandy,"<p>Vulnerability Researcher @ Google Project Zero. UNIX, Hacking, Reversing, TTYs</p>",https://infosec.exchange/@taviso@social.sdf.org,https://social.sdf.org/@taviso,https://infosec.exchange/@taviso@social.sdf.org,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/560/315/568/690/956/original/aed85dc77f132ebf.jpg
andyjayhawk@mas.to,true,false,,Andrew J. Hawkins,<p>Transportation editor at The Verge</p>,https://infosec.exchange/@andyjayhawk@mas.to,https://mas.to/@andyjayhawk,https://infosec.exchange/@andyjayhawk@mas.to,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/558/003/412/621/617/original/9efd4056b14bf679.jpeg
harrisj@hachyderm.io,true,false,,Jacob Harris,"<p>Former Twitter user, now trying this out a little.</p>",https://infosec.exchange/@harrisj@hachyderm.io,https://hachyderm.io/@harrisj,https://infosec.exchange/@harrisj@hachyderm.io,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/554/135/335/764/023/original/3488fda9366c23f8.jpg
mat@journa.host,true,false,,Mat Honan,"<p>Editor in chief @ MIT Technology Review. Formerly BuzzFeed News and Wired. Hella Frisco. <span class=""h-card""><a href=""https://journa.host/@mat"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>mat</span></a></span> on the bird site.</p>",https://infosec.exchange/@mat@journa.host,https://journa.host/@mat,https://infosec.exchange/@mat@journa.host,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/549/861/581/045/241/original/3722777859800599.jpg
alfiekohn@sciences.social,true,false,,Alfie Kohn,"<p>author and lecturer on topics in <a href=""https://sciences.social/tags/education"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>education</span></a>, <a href=""https://sciences.social/tags/parenting"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>parenting</span></a>, and human <a href=""https://sciences.social/tags/behavior"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>behavior</span></a>....<br>(Personal messages more likely to be read if left on <a href=""http://alfiekohn.org"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">http://</span><span class="""">alfiekohn.org</span><span class=""invisible""></span></a>)</p>",https://infosec.exchange/@alfiekohn@sciences.social,https://sciences.social/@alfiekohn,https://infosec.exchange/@alfiekohn@sciences.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/547/634/732/171/825/original/8cc323878f4a248d.jpg
Shira@journa.host,true,false,,Shira Ovide,<p>writer of The Tech Friend newsletter at The Washington Post</p>,https://infosec.exchange/@Shira@journa.host,https://journa.host/@Shira,https://infosec.exchange/@Shira@journa.host,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/547/073/820/925/989/original/eee80c3635874038.jpg
seldo@alpaca.gold,true,false,,Laurie Voss,"<p>VP Developer Relations, LlamaIndex. Previously: data science at Netlify; co-founded npm, awe.sm; started lgbtq.technology. Married to <span class=""h-card"" translate=""no""><a href=""https://tech.lgbt/@heyjovo"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>heyjovo</span></a></span>. He/him. 🇹🇹🇬🇧🇺🇸🏳️‍🌈</p>",https://infosec.exchange/@seldo@alpaca.gold,https://alpaca.gold/@seldo,https://infosec.exchange/@seldo@alpaca.gold,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/545/884/415/158/286/original/ff9f913287e62e42.jpeg
A11yAwareness@disabled.social,true,false,,Accessibility Awareness,"<p>Helping you better understand web accessibility for people with disabilities, whether you're a student, teacher, journalist… whomever!</p><p>Run by <span class=""h-card"" translate=""no""><a href=""https://mastodon.social/@patrickmgarvin"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>patrickmgarvin</span></a></span></p>",https://infosec.exchange/@A11yAwareness@disabled.social,https://disabled.social/@A11yAwareness,https://infosec.exchange/@A11yAwareness@disabled.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/542/962/604/373/684/original/435c5b16cabed81a.png
carnage4life@mas.to,true,false,,Dare Obasanjo,"<p>Opinions about product management, technology news and inclusivity in tech. Diversity is about demographics, inclusion is about creating a sense of belonging.</p>",https://infosec.exchange/@carnage4life@mas.to,https://mas.to/@carnage4life,https://infosec.exchange/@carnage4life@mas.to,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/537/515/242/498/160/original/efe24c78b75c193a.jpg
bethsawin@spore.social,true,false,,Dr. Elizabeth Sawin✨,"<p>Director of the Multisolving Institute - addressing <a href=""https://spore.social/tags/climate"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>climate</span></a>, <a href=""https://spore.social/tags/health"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>health</span></a>, <a href=""https://spore.social/tags/equity"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>equity</span></a>, and <a href=""https://spore.social/tags/biodiversity"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>biodiversity</span></a> as connected issues. she/her</p>",https://infosec.exchange/@bethsawin@spore.social,https://spore.social/@bethsawin,https://infosec.exchange/@bethsawin@spore.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/536/822/871/144/899/original/c2e1a0694dc0bf47.png
gs@fosstodon.org,true,false,,Glenn Sorrentino,"<p>Executive Director, Science &amp; Design, Inc. - <span class=""h-card"" translate=""no""><a href=""https://fosstodon.org/@scidsg"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>scidsg</span></a></span>. <br>Board of Advisors, Distributed Denial of Secrets - @ddosecrets. <br>He/him.</p>",https://infosec.exchange/@gs@fosstodon.org,https://fosstodon.org/@gs,https://infosec.exchange/@gs@fosstodon.org,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/531/868/542/959/796/original/c1dd348736e47a32.jpeg
h3artbl33d@exquisite.social,true,false,,h3artbl33d 🐡,<p>Cyberthug | OpenBSD | InfoSec | Coffee addict | Todays paranoia is tomorrows truth</p>,https://infosec.exchange/@h3artbl33d@exquisite.social,https://exquisite.social/@h3artbl33d,https://infosec.exchange/@h3artbl33d@exquisite.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/529/261/776/074/410/original/f5533dbb6405fe39.png
huoju@m.devep.net,true,false,,huoju,<p>Back to the 2006. Screeching voices of the minority.</p>,https://infosec.exchange/@huoju@m.devep.net,https://m.devep.net/@huoju,https://infosec.exchange/@huoju@m.devep.net,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/527/195/134/031/985/original/a53e773d20260997.jpg
nitashatiku@mastodon.social,true,false,,Nitasha Tiku,<p>tech culture reporter at The Washington Post<br>Signal 917-318-7531<br>nitasha.tiku@washpost.com</p>,https://infosec.exchange/@nitashatiku@mastodon.social,https://mastodon.social/@nitashatiku,https://infosec.exchange/@nitashatiku@mastodon.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/526/335/679/958/119/original/47482d5b0945a1fb.jpeg
Buzzfeedben@mastodon.social,true,false,,Ben Smith,<p>Semafor editor-in-chief</p>,https://infosec.exchange/@Buzzfeedben@mastodon.social,https://mastodon.social/@Buzzfeedben,https://infosec.exchange/@Buzzfeedben@mastodon.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/525/428/944/487/346/original/40964d8d9336ddf6.png
alysondecker@mstdn.social,true,false,,Alyson Decker,"<p>Fractional General Counsel | Employment Law Guru | Space Attorney 🚀 | Board Member | C-Suite Executive | Keynote Speaker | Mediator <a href=""https://mstdn.social/tags/AlysonClaireLaw"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>AlysonClaireLaw</span></a> <a href=""https://mstdn.social/tags/norestforthelitigator"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>norestforthelitigator</span></a></p>",https://infosec.exchange/@alysondecker@mstdn.social,https://mstdn.social/@alysondecker,https://infosec.exchange/@alysondecker@mstdn.social,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/525/138/675/391/870/original/2277df2fc6ef9793.png
david@stuph.org,true,false,,David🏳️‍🌈🌻🐈‍⬛🐧🎮,"<p>FirefighterBlu3 @ everywhere else. Yes, I was a real firefighter. I write software these days. Different kinds of fires. Yes, I like guys.</p><p>Security &amp; Compliance @ Indeed</p><p>I'm making an effort to add ALT text to all the meme pics I share here. Please do it too. <a href=""https://stuph.org/tags/a11y"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>a11y</span></a></p><p><a href=""https://stuph.org/tags/Python"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Python</span></a> :python:  is my favorite language.</p><p>USAF <a href=""https://stuph.org/tags/veteran"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>veteran</span></a> <a href=""https://stuph.org/tags/geek"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>geek</span></a> <a href=""https://stuph.org/tags/mechanic"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>mechanic</span></a> <a href=""https://stuph.org/tags/firerescue"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>firerescue</span></a> <a href=""https://stuph.org/tags/digitalforensics"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>digitalforensics</span></a> <a href=""https://stuph.org/tags/cybersecurity"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>cybersecurity</span></a> <a href=""https://stuph.org/tags/infosec"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>infosec</span></a> <a href=""https://stuph.org/tags/webdev"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>webdev</span></a> <a href=""https://stuph.org/tags/javascript"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>javascript</span></a> :javascript: <a href=""https://stuph.org/tags/microelectronics"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>microelectronics</span></a> <a href=""https://stuph.org/tags/homeimprovement"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>homeimprovement</span></a> <a href=""https://stuph.org/tags/dnd"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>dnd</span></a> <a href=""https://stuph.org/tags/linux"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>linux</span></a> <a href=""https://stuph.org/tags/powertools"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>powertools</span></a> <a href=""https://stuph.org/tags/trucks"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>trucks</span></a></p>",https://infosec.exchange/@david@stuph.org,https://stuph.org/@david,https://infosec.exchange/@david@stuph.org,https://media.infosec.exchange/infosec.exchange/cache/accounts/avatars/109/524/797/065/628/958/original/e85f98b775a80af7.png
