Account address,Show boosts,Notify on new posts,Languages,Display name,Bio,Local URL,URL,Local URL,Avatar URL
sarafriedman@infosec.exchange,true,false,,Sara Friedman,"<p>Managing Editor at Inside Cybersecurity, covering cybersecurity and supply chain policy.</p>",https://infosec.exchange/@sarafriedman,https://infosec.exchange/@sarafriedman,https://infosec.exchange/@sarafriedman,https://media.infosec.exchange/infosecmediaeu/accounts/avatars/109/536/824/630/641/395/original/31f42c35a7074924.jpeg
VOANews@mastodon.social,true,false,,Voice of America,<p>Your source for news and information from around the world</p>,https://infosec.exchange/@VOANews@mastodon.social,https://mastodon.social/@VOANews,https://infosec.exchange/@VOANews@mastodon.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/535/917/780/738/745/original/e3e2206b7c1a2144.png
nitashatiku@mastodon.social,true,false,,Nitasha Tiku,<p>tech culture reporter at The Washington Post<br>Signal 917-318-7531<br>nitasha.tiku@washpost.com</p>,https://infosec.exchange/@nitashatiku@mastodon.social,https://mastodon.social/@nitashatiku,https://infosec.exchange/@nitashatiku@mastodon.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/526/335/679/958/119/original/47482d5b0945a1fb.jpeg
ElMustachio@mastodon.social,true,false,,Michael del Castillo,"<p>Writing about <a href=""https://mastodon.social/tags/borderlessness"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>borderlessness</span></a>. Senior editor at <span class=""h-card"" translate=""no""><a href=""https://newsie.social/@Forbes"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>Forbes</span></a></span>; co-founder, Literary Manhattan; co-founder Association of Cryptocurrency Journalists and Researchers; member Pen America</p>",https://infosec.exchange/@ElMustachio@mastodon.social,https://mastodon.social/@ElMustachio,https://infosec.exchange/@ElMustachio@mastodon.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/526/260/709/816/125/original/2d3691c996cf4d6e.jpg
Buzzfeedben@mastodon.social,true,false,,Ben Smith,<p>Semafor editor-in-chief</p>,https://infosec.exchange/@Buzzfeedben@mastodon.social,https://mastodon.social/@Buzzfeedben,https://infosec.exchange/@Buzzfeedben@mastodon.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/525/428/944/487/346/original/40964d8d9336ddf6.png
TheDailyEdge@universeodon.com,true,false,,The Daily Edge,"<p>Fighting fascism. Calling out GOP lies &amp; corruption. <a href=""https://universeodon.com/tags/Unprecedented"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Unprecedented</span></a> on Ghost (no paywall, but paid subscribers always welcome). Sign up free at: <a href=""https://unprecedented.ghost.io/#/portal/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">unprecedented.ghost.io/#/porta</span><span class=""invisible"">l/</span></a>. More links at: <a href=""https://bio.link/thedailyedge"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">bio.link/thedailyedge</span><span class=""invisible""></span></a></p>",https://infosec.exchange/@TheDailyEdge@universeodon.com,https://universeodon.com/@TheDailyEdge,https://infosec.exchange/@TheDailyEdge@universeodon.com,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/524/828/388/196/014/original/8ae37dfc542e0746.png
NaomiNix@journa.host,true,false,,Naomi Nix,<p>I cover  Meta and other social media companies for The Washington Post</p>,https://infosec.exchange/@NaomiNix@journa.host,https://journa.host/@NaomiNix,https://infosec.exchange/@NaomiNix@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/524/793/090/215/673/original/afd42f822bd66092.png
mattdelong@journa.host,true,false,,Matt DeLong,"<p>Audience @ Star Tribune<br>Minneapolis, MN<br>matt.delong@startribune.com<br>📞 612.673.4854<br>DM for Signal<br><a href=""https://twitter.com/mattdelong"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">twitter.com/mattdelong</span><span class=""invisible""></span></a></p>",https://infosec.exchange/@mattdelong@journa.host,https://journa.host/@mattdelong,https://infosec.exchange/@mattdelong@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/524/431/648/324/604/original/dcc95830da7684b0.jpeg
benb@osintua.eu,true,false,,BenB,"<p>News aggregation tracking the 🇷🇺 War against Ukraine 🇺🇦 </p><p>Devops <a href=""https://osintukraine.com"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">osintukraine.com</span><span class=""invisible""></span></a> | Good Trouble | Social Justice | Climate | Human Rights </p><p>OSINTukraine project :<br>Automated DeepL Translations from telegram &amp; Telegram war archive. </p><p>I run <span class=""h-card""><a href=""https://0sint.social/@osintukraine"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>osintukraine</span></a></span> public output <span class=""h-card""><a href=""https://osintua.eu/@uavideos"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>uavideos</span></a></span> <span class=""h-card""><a href=""https://osintua.eu/@ua"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>ua</span></a></span> and <span class=""h-card""><a href=""https://osintua.eu/@ruvideos"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>ruvideos</span></a></span> <span class=""h-card""><a href=""https://osintua.eu/@ru"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>ru</span></a></span> </p><p><a href=""https://osintua.eu/tags/osint"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>osint</span></a> <a href=""https://osintua.eu/tags/Ukraine"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Ukraine</span></a> <a href=""https://osintua.eu/tags/Russia"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Russia</span></a></p><p>searchable</p>",https://infosec.exchange/@benb@osintua.eu,https://osintua.eu/@benb,https://infosec.exchange/@benb@osintua.eu,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/523/303/662/506/532/original/9dc1926e0d911fc9.jpg
acosta@mstdn.social,true,false,,Jim Acosta,"<p>Anchor at CNN, Journalist, Author of NYT bestseller: “The Enemy of the People.”</p>",https://infosec.exchange/@acosta@mstdn.social,https://mstdn.social/@acosta,https://infosec.exchange/@acosta@mstdn.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/521/378/467/068/381/original/ebcba1de5db5e629.png
sahilkapur@mstdn.social,true,false,,Sahil Kapur,"<p>Senior National Political Reporter, NBC News</p>",https://infosec.exchange/@sahilkapur@mstdn.social,https://mstdn.social/@sahilkapur,https://infosec.exchange/@sahilkapur@mstdn.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/521/066/323/333/070/original/d5ddc6a7f44cbd70.png
timlee@mastodon.social,true,false,,Timothy B. Lee,"<p>I cover economics and technology for my newsletter, www.fullstackeconomics.com. Previously at the Washington Post, Vox, and Ars Technica. Subscribe to my newsletter!</p>",https://infosec.exchange/@timlee@mastodon.social,https://mastodon.social/@timlee,https://infosec.exchange/@timlee@mastodon.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/520/933/983/197/214/original/ab124ec0d7cae311.jpg
oneunderscore__@mastodon.social,true,false,,Ben Collins,"<p>Senior Reporter, Dystopia Beat, NBC News</p>",https://infosec.exchange/@oneunderscore__@mastodon.social,https://mastodon.social/@oneunderscore__,https://infosec.exchange/@oneunderscore__@mastodon.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/520/512/409/350/950/original/5683ab1e1ad0f59f.jpeg
rjcc@mastodon.xyz,true,false,,Richard Lawler,"<p>You probably shouldn't follow me, I cannot express how much I do not recommend doing that.</p><p>Senior News Editor @ The Verge </p><p>Still primarily a Sandra Oh stan account.</p>",https://infosec.exchange/@rjcc@mastodon.xyz,https://mastodon.xyz/@rjcc,https://infosec.exchange/@rjcc@mastodon.xyz,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/504/347/267/070/551/original/1858a2f9b3cc8318.jpg
KFile@mastodon.social,true,false,,Andrew Kaczynski,"<p>CNN reporter🎗Beans &amp; Tali's dad. Founder of  Team Beans Fund, funding research for infant brain cancer in Beans’ memory. Andrew.w.Kaczynski@gmail.com</p>",https://infosec.exchange/@KFile@mastodon.social,https://mastodon.social/@KFile,https://infosec.exchange/@KFile@mastodon.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/502/084/483/327/569/original/b3441612ce4661fe.png
theintercept@journa.host,true,false,,The Intercept,"<p>Fearless, adversarial journalism. Join our newsletter to get our best investigative reporting delivered to you: <a href=""https://theintercept.com/newsletter/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">theintercept.com/newsletter/</span><span class=""invisible""></span></a></p>",https://infosec.exchange/@theintercept@journa.host,https://journa.host/@theintercept,https://infosec.exchange/@theintercept@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/468/671/358/924/073/original/7210ce47dc1e086d.jpeg
marahvistendahl@journa.host,true,false,,Mara Hvistendahl,<p>Investigative correspondent at The New York Times. Author of THE SCIENTIST AND THE SPY and UNNATURAL SELECTION. Signal: 651-400-7987</p>,https://infosec.exchange/@marahvistendahl@journa.host,https://journa.host/@marahvistendahl,https://infosec.exchange/@marahvistendahl@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/468/340/193/905/597/original/f019429f5ec61e43.jpeg
newz@mas.to,true,false,,World News Feeds 🇺🇦,"<p>World <a href=""https://mas.to/tags/news"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>news</span></a> feed <a href=""https://mas.to/tags/bot"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>bot</span></a>, from <a href=""https://mas.to/tags/BBC"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>BBC</span></a>, <a href=""https://mas.to/tags/aljazeera"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>aljazeera</span></a> <a href=""https://mas.to/tags/AP"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>AP</span></a>, <a href=""https://mas.to/tags/Reuters"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Reuters</span></a>, <a href=""https://mas.to/tags/guardian"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>guardian</span></a>, <a href=""https://mas.to/tags/DW"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>DW</span></a>. Update hourly.</p>",https://infosec.exchange/@newz@mas.to,https://mas.to/@newz,https://infosec.exchange/@newz@mas.to,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/453/571/909/601/067/original/aed86798bb6489d9.png
LizDye@journa.host,true,false,,Liz Dye,"<p>Make words do yoga. Gen X AF. Bylines at Above the Law and Wonkette. Podcast regular on Opening Arguments. Charm City forever.</p><p>PS If I know you from the other site, say hey so we can get hooked back up.</p>",https://infosec.exchange/@LizDye@journa.host,https://journa.host/@LizDye,https://infosec.exchange/@LizDye@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/423/756/661/122/402/original/1d57b309cb9a78df.jpg
MeidasTori@mstdn.social,true,false,,MeidasTori,,https://infosec.exchange/@MeidasTori@mstdn.social,https://mstdn.social/@MeidasTori,https://infosec.exchange/@MeidasTori@mstdn.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/423/097/297/440/543/original/3483bb31c2d589d9.jpeg
danielrothberg@journa.host,true,false,,danielrothberg,"<p>Environment reporter for The Nevada Independent. Working on a book about water in the Great Basin. <a href=""https://journa.host/tags/water"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>water</span></a>, <a href=""https://journa.host/tags/publicland"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>publicland</span></a>, <a href=""https://journa.host/tags/wildlife"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>wildlife</span></a>, <a href=""https://journa.host/tags/energy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>energy</span></a>, <a href=""https://journa.host/tags/climate"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>climate</span></a>, <a href=""https://journa.host/tags/scicomm"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>scicomm</span></a></p>",https://infosec.exchange/@danielrothberg@journa.host,https://journa.host/@danielrothberg,https://infosec.exchange/@danielrothberg@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/389/505/483/453/236/original/b98c2dea39172800.png
josephbernstein@journa.host,true,false,,Joe Bernstein,<p>Reporter<br>joseph.bernstein@nytimes.com</p>,https://infosec.exchange/@josephbernstein@journa.host,https://journa.host/@josephbernstein,https://infosec.exchange/@josephbernstein@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/384/817/901/486/143/original/491d4a0cddea449e.png
ebakerwhite@journa.host,true,false,,Emily Baker-White,"<p>tech reporter @Forbes, formerly @BuzzFeedNews. </p><p>Previously: content policy @Facebook, @Spotify. Before that: creator of the Plain View Project.</p><p>ebakerwhite@forbes.com<br>emilybakerwhite@protonmail.com</p>",https://infosec.exchange/@ebakerwhite@journa.host,https://journa.host/@ebakerwhite,https://infosec.exchange/@ebakerwhite@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/378/889/047/022/631/original/784b11f69214a788.png
mirandaspivack@newsie.social,true,false,,Miranda Spivack,"<p>Investigative reporter focusing on state/local government accountabilty: @LoganNonfiction<br> @Fulbright; <span class=""h-card""><a href=""https://newsie.social/@reveal"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>reveal</span></a></span> ""StateSecrets"" @fundfij<br> @washingtonpost; <a href=""https://linkedin.com/in/mirandaspivack/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">linkedin.com/in/mirandaspivack</span><span class=""invisible"">/</span></a><br><a href=""https://www.mirandaspivack.com/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">mirandaspivack.com/</span><span class=""invisible""></span></a></p>",https://infosec.exchange/@mirandaspivack@newsie.social,https://newsie.social/@mirandaspivack,https://infosec.exchange/@mirandaspivack@newsie.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/378/478/400/688/703/original/343379ec796178a8.jpeg
dylan@journa.host,true,false,,Dylan Freedman,"<p>Engineering lead, Elections Platforms at The Washington Post.</p><p>Coding new tools for journalists and the public.</p><p>Past at DocumentCloud, Stanford Journalism, Google AI. 🏃🏻 🎹</p>",https://infosec.exchange/@dylan@journa.host,https://journa.host/@dylan,https://infosec.exchange/@dylan@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/377/608/636/932/079/original/93b1e8bccf167ed4.jpg
virginiahughes@journa.host,true,false,,Virginia Hughes,<p>Science editor at the NYT. I also make cookies.</p>,https://infosec.exchange/@virginiahughes@journa.host,https://journa.host/@virginiahughes,https://infosec.exchange/@virginiahughes@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/376/492/075/607/247/original/77c6b77c1e808182.jpg
joyannreid@masto.ai,true,false,,Joy-Ann Reid,,https://infosec.exchange/@joyannreid@masto.ai,https://masto.ai/@joyannreid,https://infosec.exchange/@joyannreid@masto.ai,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/376/011/403/351/908/original/827b809967613af7.png
walterolson@mastodon.sdf.org,true,false,,Walter Olson,"<p>Writer, about law especially; Cato Institute. Blogged at Overlawyered (1999-2020). Election law, Maryland civic stuff. On Post at <span class=""h-card""><a href=""https://mastodon.sdf.org/@walterolson"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>walterolson</span></a></span>.</p>",https://infosec.exchange/@walterolson@mastodon.sdf.org,https://mastodon.sdf.org/@walterolson,https://infosec.exchange/@walterolson@mastodon.sdf.org,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/374/513/621/123/950/original/4529c1b2b75f4fe3.png
parkermolloy@masto.ai,true,false,,Parker Molloy,"<p>Journalist-type, opinion-haver, author of The Present Age, a newsletter about media, politics, and culture. <a href=""https://masto.ai/tags/readTPA"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>readTPA</span></a></p>",https://infosec.exchange/@parkermolloy@masto.ai,https://masto.ai/@parkermolloy,https://infosec.exchange/@parkermolloy@masto.ai,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/372/628/132/164/190/original/ef196e993327c7de.jpeg
MeidasBodhi@mastodon.world,true,false,,MeidasBodhi,"<p>Never Trump.  Pro-Democracy. <a href=""https://mastodon.world/tags/MeidasTouch"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>MeidasTouch</span></a> <a href=""https://mastodon.world/tags/MeidasMighty"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>MeidasMighty</span></a> <a href=""https://mastodon.world/tags/ProDemocracy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ProDemocracy</span></a> <a href=""https://mastodon.world/tags/Climate"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Climate</span></a> <a href=""https://mastodon.world/tags/Science"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Science</span></a> <a href=""https://mastodon.world/tags/Blue"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Blue</span></a> <a href=""https://mastodon.world/tags/Liberal"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Liberal</span></a></p>",https://infosec.exchange/@MeidasBodhi@mastodon.world,https://mastodon.world/@MeidasBodhi,https://infosec.exchange/@MeidasBodhi@mastodon.world,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/370/390/211/305/040/original/250c8664a4bf7452.jpeg
micahflee@infosec.exchange,true,false,,Micah Lee,"<p>Investigative journalist, security engineer, and open source dev. Director of information security at The Intercept. Writing a book about researching hacked and leaked datasets. Maintains way too many coding projects. Elon Musk banned me from twitter for doing journalism.</p>",https://infosec.exchange/@micahflee,https://infosec.exchange/@micahflee,https://infosec.exchange/@micahflee,https://media.infosec.exchange/infosecmediaeu/accounts/avatars/109/367/082/730/343/039/original/68b5bbc41ed9c4d4.jpg
ProPublica@newsie.social,true,false,,ProPublica,<p>The official Mastodon page for ProPublica.</p><p>Pursuing stories with moral force.</p>,https://infosec.exchange/@ProPublica@newsie.social,https://newsie.social/@ProPublica,https://infosec.exchange/@ProPublica@newsie.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/365/968/560/900/248/original/a10cc23b6ff57c4d.png
wapo@0twitter.com,true,false,,The Washington Post RSS,,https://infosec.exchange/@wapo@0twitter.com,https://0twitter.com/@wapo,https://infosec.exchange/@wapo@0twitter.com,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/365/578/278/377/187/original/72928a9992365f93.jpg
Joshgerstein@journa.host,true,false,,Josh Gerstein,<p>Senior Legal Affairs Reporter @POLITICO. Priors: White House &amp; China correspondent @ ABC. Also CNN/NY Sun. Feed may contain sarcasm. email: josh@joshgerstein.com</p>,https://infosec.exchange/@Joshgerstein@journa.host,https://journa.host/@Joshgerstein,https://infosec.exchange/@Joshgerstein@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/363/154/745/732/178/original/34e091b9f578eb6f.jpg
Meidas_Karine@mastodon.world,true,false,,Meidas_Karine,"<p>🐦Bird Site Refugee looking for friends both old and new. <a href=""https://mastodon.world/tags/MeidasMighty"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>MeidasMighty</span></a> 🇺🇦Slava Ukraini 🐾Animal lover &amp; 🐶 Mom 🏳️‍🌈Ally 🚫MAGA <a href=""https://mastodon.world/tags/TwitterMigration"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>TwitterMigration</span></a> <a href=""https://mastodon.world/tags/TwitterRefugee"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>TwitterRefugee</span></a></p>",https://infosec.exchange/@Meidas_Karine@mastodon.world,https://mastodon.world/@Meidas_Karine,https://infosec.exchange/@Meidas_Karine@mastodon.world,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/362/761/439/205/857/original/4f7801134a52b099.png
democracydocket@mas.to,true,false,,Democracy Docket,"<p>Democracy Docket is the leading progressive media platform dedicated to providing information, opinion &amp; analysis about voting rights, elections &amp; democracy.</p>",https://infosec.exchange/@democracydocket@mas.to,https://mas.to/@democracydocket,https://infosec.exchange/@democracydocket@mas.to,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/362/577/105/599/337/original/39178921d2fbc3a6.png
hkrn@mstdn.social,true,false,,Hacker News,"<p>Unofficial Hacker News Bot.</p><p>I publish posts which reach front page of the Hacker News automatically.</p><p>In case of issues please contact my maintainer <span class=""h-card""><a href=""https://mastodon.social/@sashk"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>sashk</span></a></span>.</p><p>🇺🇦</p>",https://infosec.exchange/@hkrn@mstdn.social,https://mstdn.social/@hkrn,https://infosec.exchange/@hkrn@mstdn.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/357/037/694/436/152/original/33bc698a296cd303.png
WaPoEllen@mastodon.sdf.org,true,false,,WaPoEllen,,https://infosec.exchange/@WaPoEllen@mastodon.sdf.org,https://mastodon.sdf.org/@WaPoEllen,https://infosec.exchange/@WaPoEllen@mastodon.sdf.org,https://infosec.exchange/avatars/original/missing.png
kschwab@journa.host,true,false,,Katharine Schwab,"<p>senior editor, tech @ forbes. fmr buzzfeed news, fast company.</p>",https://infosec.exchange/@kschwab@journa.host,https://journa.host/@kschwab,https://infosec.exchange/@kschwab@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/348/614/949/853/911/original/ede8e72d7b37d808.jpg
aliettejonkers@newsie.social,true,false,,Aliëtte Jonkers,<p>Independent (medical) science journalist in The Netherlands | Source credibility research educator | Skeptic | Cultural Studies student for fun | Cat lover | Toots in English &amp; Dutch</p>,https://infosec.exchange/@aliettejonkers@newsie.social,https://newsie.social/@aliettejonkers,https://infosec.exchange/@aliettejonkers@newsie.social,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/344/720/827/936/867/original/464be0e8d9b6a7ce.jpg
thealexknapp@journa.host,true,false,,Alex Knapp,"<p>My current gig is Senior Editor, Healthcare &amp; Science at Forbes.</p>",https://infosec.exchange/@thealexknapp@journa.host,https://journa.host/@thealexknapp,https://infosec.exchange/@thealexknapp@journa.host,https://media.infosec.exchange/infosecmediaeu/cache/accounts/avatars/109/344/477/456/649/936/original/c00db419ea48b760.jpg
